lotus_id,inchikey,smiles,class_np,family,genus,species,ref_id,source,accepted_rank,tax_status,original_name,accepted_name
LTS0171311,NSEWTSAADLNHNH-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4,Proanthocyanins,Sapindaceae,Cupania,Cupania latifolia,10.1248/CPB.53.1037,GBIF Backbone Taxonomy,species,accepted,Cupania latifolia,Cupania latifolia
LTS0171311,NSEWTSAADLNHNH-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4,Proanthocyanins,Sapindaceae,Dimocarpus,Dimocarpus longan,10.1021/JF801155J,GBIF Backbone Taxonomy,species,accepted,Dimocarpus longan,Dimocarpus longan
LTS0171311,NSEWTSAADLNHNH-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4,Proanthocyanins,Sapindaceae,Litchi,Litchi chinensis,10.1021/JF000815R,GBIF Backbone Taxonomy,species,accepted,Litchi chinensis,Litchi chinensis
LTS0171311,NSEWTSAADLNHNH-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4,Proanthocyanins,Sapindaceae,Paullinia,Paullinia cupana,10.3390/12081950,GBIF Backbone Taxonomy,species,accepted,Paullinia cupana,Paullinia cupana
LTS0153882,NSEWTSAADLNHNH-VCFSXNJSSA-N,Oc1cc(O)c2c(c1)O[C@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@H]2[C@@H]1O)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C4,Proanthocyanins,Rosaceae,Prunus,Prunus spinosa,10.1016/0031-9422(91)85064-7,GBIF Backbone Taxonomy,species,accepted,Prunus spinosa,Prunus spinosa
LTS0153882,NSEWTSAADLNHNH-VCFSXNJSSA-N,Oc1cc(O)c2c(c1)O[C@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@H]2[C@@H]1O)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C4,Proanthocyanins,Rubiaceae,Pavetta,Pavetta owariensis,10.1016/0031-9422(91)83480-9,GBIF Backbone Taxonomy,species,accepted,Pavetta owariensis,Pavetta owariensis
LTS0062063,NSEWTSAADLNHNH-VDUQXYFUSA-N,Oc1cc(O)c2c(c1)O[C@@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@@H]2[C@H]1O)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C4,Proanthocyanins,Apocynaceae,Urceola,Urceola micrantha,10.1021/NP010414L,GBIF Backbone Taxonomy,species,accepted,Urceola micrantha,Urceola micrantha
LTS0062063,NSEWTSAADLNHNH-VDUQXYFUSA-N,Oc1cc(O)c2c(c1)O[C@@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@@H]2[C@H]1O)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C4,Proanthocyanins,Rubiaceae,Ixora,Ixora coccinea,10.1016/J.BMCL.2010.10.058,GBIF Backbone Taxonomy,species,accepted,Ixora coccinea,Ixora coccinea
LTS0042530,NSFCLBVWJYYZMR-DNVFCKCGSA-N,COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C[C@H](C(C)(C)O)O4,Rotenoids,Fabaceae,Amorpha,Amorpha fruticosa,10.1016/S0031-9422(97)00960-6,GBIF Backbone Taxonomy,species,accepted,Amorpha fruticosa,Amorpha fruticosa
LTS0042530,NSFCLBVWJYYZMR-DNVFCKCGSA-N,COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C[C@H](C(C)(C)O)O4,Rotenoids,Fabaceae,Amorpha,Amorpha fruticosa,10.1021/NP50095A005,GBIF Backbone Taxonomy,species,accepted,Amorpha fruticosa,Amorpha fruticosa
LTS0042530,NSFCLBVWJYYZMR-DNVFCKCGSA-N,COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C[C@H](C(C)(C)O)O4,Rotenoids,Fabaceae,Amorpha,Amorpha fruticosa,10.1021/NP50096A006,GBIF Backbone Taxonomy,species,accepted,Amorpha fruticosa,Amorpha fruticosa
LTS0042530,NSFCLBVWJYYZMR-DNVFCKCGSA-N,COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C[C@H](C(C)(C)O)O4,Rotenoids,Fabaceae,Amorpha,Amorpha fruticosa,10.1248/CPB.41.187,GBIF Backbone Taxonomy,species,accepted,Amorpha fruticosa,Amorpha fruticosa
LTS0147954,NSFCLBVWJYYZMR-UHFFFAOYSA-N,COc1cc2c(cc1OC)C1(O)C(=O)c3ccc4c(c3OC1CO2)CC(C(C)(C)O)O4,Rotenoids,Fabaceae,Amorpha,Amorpha fruticosa,10.1248/CPB.41.187,GBIF Backbone Taxonomy,species,accepted,Amorpha fruticosa,Amorpha fruticosa
LTS0255793,NSGZYFCJQNNTFB-GOSISDBHSA-N,COc1cc([C@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)ccc1O,Flavanones,Asteraceae,Flourensia,Flourensia riparia,10.1016/J.PHYTOCHEM.2004.05.009,GBIF Backbone Taxonomy,species,accepted,Flourensia riparia,Flourensia riparia
LTS0191844,NSGZYFCJQNNTFB-SFHVURJKSA-N,COc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)ccc1O,Flavanones,Asteraceae,Flourensia,Flourensia riparia,10.1016/J.PHYTOCHEM.2004.05.009,GBIF Backbone Taxonomy,species,accepted,Flourensia riparia,Flourensia riparia
LTS0191844,NSGZYFCJQNNTFB-SFHVURJKSA-N,COc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)ccc1O,Flavanones,Asteraceae,Wyethia,Wyethia mollis,10.1016/0031-9422(89)80041-X,GBIF Backbone Taxonomy,species,accepted,Wyethia mollis,Wyethia mollis
LTS0191844,NSGZYFCJQNNTFB-SFHVURJKSA-N,COc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)ccc1O,Flavanones,Fabaceae,Sophora,Sophora exigua,10.1016/S0031-9422(00)90606-X,GBIF Backbone Taxonomy,species,accepted,Sophora exigua,Sophora exigua
LTS0188249,NSGZYFCJQNNTFB-UHFFFAOYSA-N,COc1cc(C2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)ccc1O,Flavanones,Asteraceae,Flourensia,Flourensia riparia,10.1016/J.PHYTOCHEM.2004.05.009,GBIF Backbone Taxonomy,species,accepted,Flourensia riparia,Flourensia riparia
LTS0188249,NSGZYFCJQNNTFB-UHFFFAOYSA-N,COc1cc(C2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)ccc1O,Flavanones,Asteraceae,Wyethia,Wyethia mollis,10.1016/0031-9422(89)80041-X,GBIF Backbone Taxonomy,species,accepted,Wyethia mollis,Wyethia mollis
LTS0188249,NSGZYFCJQNNTFB-UHFFFAOYSA-N,COc1cc(C2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)ccc1O,Flavanones,Fabaceae,Sophora,Sophora exigua,10.1016/S0031-9422(00)90606-X,GBIF Backbone Taxonomy,species,accepted,Sophora exigua,Sophora exigua
LTS0115211,NSHYZOCNHSUWLL-UHFFFAOYSA-N,COc1ccccc1-c1coc2cc(OC)c(CO)c(O)c2c1=O,Isoflavones,Amaranthaceae,Celosia,Celosia argentea,10.1271/BBB.60272,GBIF Backbone Taxonomy,species,synonym,Celosia cristata,Celosia argentea
LTS0158627,NSNRQKWIGKNCIC-JFIYKMOQSA-N,O=C(O)C[C@@H](O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)C(=O)O,Flavan-3-ols,Rosaceae,Prunus,Prunus cerasus,10.1021/JF0734727,GBIF Backbone Taxonomy,species,accepted,Prunus cerasus,Prunus cerasus
LTS0164148,NSNRQKWIGKNCIC-UHFFFAOYSA-N,O=C(O)CC(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)C(=O)O,Flavan-3-ols,Rosaceae,Prunus,Prunus cerasus,10.1021/JF0734727,GBIF Backbone Taxonomy,species,accepted,Prunus cerasus,Prunus cerasus
LTS0106282,NSPBRNGTERFXKK-UHFFFAOYSA-N,COc1ccc(-c2coc3c(OC)c(OC)ccc3c2=O)cc1OC,Isoflavones,Fabaceae,Amburana,Amburana cearensis,10.1590/S0103-50532011000200025,GBIF Backbone Taxonomy,species,accepted,Amburana cearensis,Amburana cearensis
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Erythroxylaceae,Erythroxylum,Erythroxylum barbatum,10.1016/S0305-1978(02)00249-1,GBIF Backbone Taxonomy,species,accepted,Erythroxylum barbatum,Erythroxylum barbatum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Arachis,Arachis hypogaea,10.1111/J.1365-3059.1995.TB01679.X,GBIF Backbone Taxonomy,species,accepted,Arachis hypogaea,Arachis hypogaea
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Baphia,Baphia nitida,10.1016/0031-9422(92)80205-S,GBIF Backbone Taxonomy,species,accepted,Baphia nitida,Baphia nitida
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Bobgunnia,Bobgunnia madagascariensis,10.1039/J39690001109,GBIF Backbone Taxonomy,species,accepted,Bobgunnia madagascariensis,Bobgunnia madagascariensis
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Butea,Butea monosperma,10.1016/0378-8741(89)90046-9,GBIF Backbone Taxonomy,species,accepted,Butea monosperma,Butea monosperma
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Butea,Butea monosperma,10.1016/J.BMCL.2008.12.064,GBIF Backbone Taxonomy,species,synonym,Butea frondosa,Butea monosperma
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Butea,Butea monosperma,10.4038/JNSFSR.V18I2.8195,GBIF Backbone Taxonomy,species,accepted,Butea monosperma,Butea monosperma
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana acanthophylla,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana acanthophylla,Caragana acanthophylla
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana ambigua,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana ambigua,Caragana ambigua
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana arborescens,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana arborescens,Caragana arborescens
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana aurantiaca,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana aurantiaca,Caragana aurantiaca
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana boisii,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana boisii,Caragana boisii
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana brevispina,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana brevispina,Caragana brevispina
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana conferta,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana conferta,Caragana conferta
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana decorticans,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana decorticans,Caragana decorticans
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana densa,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana densa,Caragana densa
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana erinacea,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana erinacea,Caragana erinacea
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana franchetiana,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana franchetiana,Caragana franchetiana
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana frutex,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana frutex,Caragana frutex
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana gerardiana,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana gerardiana,Caragana gerardiana
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana grandiflora,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana grandiflora,Caragana grandiflora
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana jubata,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana jubata,Caragana jubata
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana kirghisorum,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana kirghisorum,Caragana kirghisorum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana laeta,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana laeta,Caragana laeta
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana microphylla,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana microphylla,Caragana microphylla
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana pekinensis,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana pekinensis,Caragana pekinensis
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana pleiophylla,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana pleiophylla,Caragana pleiophylla
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana pumila,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana pumila,Caragana pumila
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana pygmaea,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana pygmaea,Caragana pygmaea
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana sinica,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana sinica,Caragana sinica
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana spinosa,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana spinosa,Caragana spinosa
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana stenophylla,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana stenophylla,Caragana stenophylla
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana tangutica,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana tangutica,Caragana tangutica
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana tibetica,10.1248/CPB.53.1204,GBIF Backbone Taxonomy,species,accepted,Caragana tibetica,Caragana tibetica
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana tibetica,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana tibetica,Caragana tibetica
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana tragacanthoides,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana tragacanthoides,Caragana tragacanthoides
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana turkestanica,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana turkestanica,Caragana turkestanica
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana ussuriensis,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana ussuriensis,Caragana ussuriensis
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Caragana,Caragana zahlbruckneri,10.1515/ZNC-1979-3-424,GBIF Backbone Taxonomy,species,accepted,Caragana zahlbruckneri,Caragana zahlbruckneri
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Centrolobium,Centrolobium,10.1071/CH9841127,GBIF Backbone Taxonomy,genus,accepted,Centrolobium,Centrolobium
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Centrolobium,Centrolobium robustum,10.1071/CH9841127,GBIF Backbone Taxonomy,species,accepted,Centrolobium robustum,Centrolobium robustum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Centrolobium,Centrolobium sclerophyllum,10.1016/S0031-9422(00)97984-6,GBIF Backbone Taxonomy,species,accepted,Centrolobium sclerophyllum,Centrolobium sclerophyllum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer anatolicum,10.1016/0305-1978(81)90030-2,GBIF Backbone Taxonomy,species,accepted,Cicer anatolicum,Cicer anatolicum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer anatolicum,10.1016/S0031-9422(97)00798-X,GBIF Backbone Taxonomy,species,accepted,Cicer anatolicum,Cicer anatolicum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer arietinum,10.1016/S0021-9673(01)96392-7,GBIF Backbone Taxonomy,species,accepted,Cicer arietinum,Cicer arietinum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer arietinum,10.1016/S0031-9422(97)00798-X,GBIF Backbone Taxonomy,species,accepted,Cicer arietinum,Cicer arietinum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer arietinum,10.1515/ZNC-1988-7-809,GBIF Backbone Taxonomy,species,accepted,Cicer arietinum,Cicer arietinum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer arietinum,10.1515/ZNC-1991-1-208,GBIF Backbone Taxonomy,species,accepted,Cicer arietinum,Cicer arietinum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer arietinum subsp. reticulatum,10.1016/0305-1978(81)90030-2,GBIF Backbone Taxonomy,subspecies,synonym,Cicer reticulatum,Cicer arietinum subsp. reticulatum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer arietinum subsp. reticulatum,10.1016/S0031-9422(97)00798-X,GBIF Backbone Taxonomy,subspecies,synonym,Cicer reticulatum,Cicer arietinum subsp. reticulatum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer bijugum,10.1016/0305-1978(81)90030-2,GBIF Backbone Taxonomy,species,accepted,Cicer bijugum,Cicer bijugum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer bijugum,10.1016/S0031-9422(97)00798-X,GBIF Backbone Taxonomy,species,accepted,Cicer bijugum,Cicer bijugum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer canariense,10.1016/S0031-9422(97)00798-X,GBIF Backbone Taxonomy,species,accepted,Cicer canariense,Cicer canariense
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer chorassanicum,10.1016/0305-1978(81)90030-2,GBIF Backbone Taxonomy,species,accepted,Cicer chorassanicum,Cicer chorassanicum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer chorassanicum,10.1016/S0031-9422(97)00798-X,GBIF Backbone Taxonomy,species,accepted,Cicer chorassanicum,Cicer chorassanicum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer cuneatum,10.1016/0305-1978(81)90030-2,GBIF Backbone Taxonomy,species,accepted,Cicer cuneatum,Cicer cuneatum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer cuneatum,10.1016/S0031-9422(97)00798-X,GBIF Backbone Taxonomy,species,accepted,Cicer cuneatum,Cicer cuneatum
LTS0261149,NSRJSISNDPOJOP-BBRMVZONSA-N,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Pterocarpan,Fabaceae,Cicer,Cicer echinospermum,10.1016/0305-1978(81)90030-2,GBIF Backbone Taxonomy,species,accepted,Cicer echinospermum,Cicer echinospermum
